idnew	idold	status	use	NLRs	majorclass	majorsubclass	pairs	putpairs	IDs	paralogs_ogold
112.1	112	orthogroup	1	56	TNL	TNL	15	3	0	none
107.1	107	orthogroup	1	56	TNL	TNL	0	0	0	none
247.4	247	orthogroup	1	7	RNL	R	0	0	0	both
4.10	4	orthogroup	1	5	TNL	TNL	0	0	0	both
104.3	104	orthogroup	1	16	NL	N	0	0	0	complex
282.1	282	orthogroup	1	6	CNL	CNL	0	0	0	none
1.17	1	orthogroup	1	4	TNL	TNL	0	0	0	both
3.18	3	orthogroup	1	10	CNL	CNL	0	0	0	both
14.5	14	orthogroup	1	3	CNL	CN	0	0	0	complex
2.44	2	orthogroup	1	10	RNL	R	0	0	0	both
108.10	108	orthogroup	1	4	RNL	R	0	0	0	both
232.1	232	orthogroup	1	16	TNL	T	0	0	0	none
15.5	15	orthogroup	1	6	CNL	CN	0	0	0	both
272.1	272	orthogroup	1	8	NL	N	0	0	0	none
315.1	315	orthogroup	1	3	TNL	TNL	0	0	0	none
216.5	216	orthogroup	1	5	TNL	TNL	0	0	0	complex
7.6	7	orthogroup	1	8	CNL	CNL	0	0	0	complex
208.1	208	orthogroup	1	23	NL	N	0	14	0	none
53.1	53	orthogroup	1	58	NL	NL	0	0	0	none
92.1	92	orthogroup	1	56	TNL	TNL	0	0	0	complex
3.9	3	orthogroup	1	5	CNL	CNL	0	0	0	both
286.1	286	orthogroup	1	6	TNL	T	0	4	0	none
184.1	184	orthogroup	1	9	TNL	TNL	0	0	0	both
22.1	22	orthogroup	1	59	NL	N	0	54	0	complex
151.12	151	orthogroup	1	9	RNL	R	0	0	0	both
314.1	314	orthogroup	1	5	TNL	T	0	5	0	none
93.2	93	orthogroup	1	33	NL	N	0	1	0	simple
149.1	149	orthogroup	1	48	TNL	TNL	0	0	0	none
350	350	orthogroup	0	3	NL	NL	3	0	0	none
67.1	67	orthogroup	1	60	TNL	TN	0	58	0	none
42.1	42	orthogroup	1	13	TNL	TNL	1	1	0	complex
319.1	319	orthogroup	1	4	NL	NL	0	0	0	none
5.2	5	orthogroup	1	37	TNL	TNL	0	0	0	both
237.1	237	orthogroup	1	12	NL	N	0	0	0	complex
198.1	198	orthogroup	1	25	CNL	CNL	0	0	0	none
41.1	41	orthogroup	1	55	TNL	TNLX	44	6	55	complex
189.1	189	orthogroup	1	26	TNL	TNL	0	0	0	none
84.1	84	orthogroup	1	58	TNL	TNL	54	2	0	none
74.1	74	orthogroup	1	56	TNL	TNL	0	0	0	simple
113	113	orthogroup	0	58	TNL	TNL	0	0	0	complex
325.1	325	orthogroup	1	4	NL	NL	0	0	0	none
99.1	99	orthogroup	1	21	TNL	TNL	0	0	0	simple
254.1	254	orthogroup	1	8	TNL	TN	0	4	0	none
167.1	167	orthogroup	1	37	TNL	T	0	0	0	none
3.13	3	orthogroup	1	7	CNL	CNL	0	0	0	both
6.16	6	orthogroup	1	14	CNL	CN	0	0	0	both
278.1	278	orthogroup	1	3	TNL	TNL	0	0	0	complex
400	400	orthogroup	0	2	TNL	TN	0	0	0	none
125.1	125	orthogroup	1	53	TNL	TNL	0	0	0	none
219.1	219	orthogroup	1	19	NL	N	0	0	0	none
239.1	239	orthogroup	1	14	TNL	TN	0	0	0	none
26.1	26	orthogroup	1	63	TNL	TNL	62	0	0	none
299.1	299	orthogroup	1	5	TNL	T	0	0	2	none
31.2	31	orthogroup	1	5	RNL	RCNL	0	0	0	complex
5.4	5	orthogroup	1	14	TNL	TNL	0	0	0	both
77.1	77	orthogroup	1	7	TNL	TNL	0	0	0	complex
5.8	5	orthogroup	1	5	TNL	TNL	0	0	0	both
12.9	12	orthogroup	1	9	NL	N	0	0	0	complex
16.8	16	orthogroup	1	4	TNL	TNL	0	0	0	both
206.1	206	orthogroup	1	20	TNL	TNL	0	0	0	none
25.2	25	orthogroup	1	46	NL	NL	0	43	0	both
1.4	1	orthogroup	1	15	TNL	TNL	0	0	1	both
89.1	89	orthogroup	1	57	TNL	TNL	0	0	0	none
23.2	23	orthogroup	1	33	TNL	TNL	0	0	0	both
251.1	251	orthogroup	1	8	TNL	TNL	0	2	0	none
354	354	orthogroup	0	3	NL	NL	0	0	0	none
150.1	150	orthogroup	1	47	TNL	T	0	0	0	none
368	368	orthogroup	0	2	CNL	CN	0	0	0	none
133.1	133	orthogroup	1	4	TNL	TNL	0	0	0	complex
29.2	29	orthogroup	1	17	TNL	T	0	0	0	simple
16.6	16	orthogroup	1	6	TNL	TNL	0	0	0	both
44.1	44	orthogroup	1	59	TNL	TNL	0	0	0	none
4.39	4	orthogroup	1	6	TNL	TNL	0	0	0	both
12.6	12	orthogroup	1	6	NL	N	0	0	0	complex
132.1	132	orthogroup	1	49	TNL	T	0	0	0	none
16.7	16	orthogroup	1	17	TNL	TNL	0	0	0	both
408	408	orthogroup	0	2	NL	N	0	0	0	none
351	351	orthogroup	0	3	RNL	R	0	0	0	none
379	379	orthogroup	0	2	CNL	CNL	0	0	0	none
287.1	287	orthogroup	1	5	TNL	T	0	0	0	none
116.1	116	orthogroup	1	55	RNL	R	0	0	0	none
258.1	258	orthogroup	1	9	TNL	TNL	0	0	0	none
298.1	298	orthogroup	1	4	CNL	CNL	0	0	0	none
73.1	73	orthogroup	1	59	TNL	TNL	0	0	0	none
294.1	294	orthogroup	1	6	CNL	CN	0	0	0	none
404	404	orthogroup	0	2	TNL	T	0	0	0	none
264.1	264	orthogroup	1	8	TNL	T	0	0	0	none
200.1	200	orthogroup	1	24	TNL	T	0	0	0	none
323	323	orthogroup	0	3	RNL	R	0	0	0	none
414	414	orthogroup	0	2	NL	N	0	0	0	none
203.1	203	orthogroup	1	20	TNL	TX	0	0	20	none
1.26	1	orthogroup	1	11	TNL	TNL	0	0	0	both
201.1	201	orthogroup	1	22	TNL	TN	0	21	0	none
196.1	196	orthogroup	1	27	TNL	T	0	0	0	none
8.3	8	orthogroup	1	13	CNL	CNL	0	0	0	complex
12.8	12	orthogroup	1	6	CNL	CN	0	0	0	complex
4.6	4	orthogroup	1	7	TNL	TNL	0	0	0	both
317	317	orthogroup	0	2	TNL	T	0	0	0	none
411	411	orthogroup	0	2	TNL	T	0	0	0	none
374	374	orthogroup	0	2	TNL	TNL	0	0	0	none
70.1	70	orthogroup	1	58	TNL	TNL	0	0	0	none
180.3	180	orthogroup	1	4	TNL	TNL	0	0	0	both
305.1	305	orthogroup	1	5	TNL	T	0	0	0	none
145.1	145	orthogroup	1	46	TNL	TN	0	0	0	none
45.4	45	orthogroup	1	12	TNL	T	0	0	0	complex
5.7	5	orthogroup	1	22	TNL	TNL	0	0	0	both
79.1	79	orthogroup	1	57	TNL	TNL	0	0	0	none
18.3	18	orthogroup	1	40	TNL	TNL	38	0	0	complex
11.25	11	orthogroup	1	8	TNL	T	0	0	0	both
291.1	291	orthogroup	1	6	CNL	CN	0	0	0	none
413	413	orthogroup	0	2	TNL	TN	0	0	0	none
105.1	105	orthogroup	1	55	TNL	TNL	0	0	0	none
102.2	102	orthogroup	1	4	TNL	TN	0	0	0	none
56.1	56	orthogroup	1	58	CNL	CN	0	0	0	none
4.20	4	orthogroup	1	8	TNL	TNL	0	0	0	both
15.6	15	orthogroup	1	17	NL	N	0	0	0	both
152.1	152	orthogroup	1	35	CNL	CNL	0	0	0	complex
218.1	218	orthogroup	1	18	TNL	TX	0	0	18	none
32.2	32	orthogroup	1	14	RNL	RN	0	0	0	complex
17.4	17	orthogroup	1	31	NL	NL	0	0	0	complex
85.1	85	orthogroup	1	56	TNL	TNL	0	47	0	none
213.1	213	orthogroup	1	20	TNL	TN	0	19	0	none
152.3	152	orthogroup	1	4	CNL	CNL	0	0	0	complex
7.18	7	orthogroup	1	11	CNL	CNL	0	0	0	complex
166.1	166	orthogroup	1	34	TNL	TNL	0	0	0	simple
95.1	95	orthogroup	1	58	TNL	TX	0	0	43	none
244.1	244	orthogroup	1	12	CNL	CN	0	0	0	none
4.24	4	orthogroup	1	7	TNL	TNL	0	0	0	both
30.2	30	orthogroup	1	4	TNL	TNL	0	0	0	complex
15.3	15	orthogroup	1	24	CNL	CN	0	0	0	both
179.2	179	orthogroup	1	26	TNL	TNL	0	0	0	complex
29.1	29	orthogroup	1	41	TNL	T	0	0	0	simple
399	399	orthogroup	0	2	CNL	CN	0	0	0	none
16.14	16	orthogroup	1	9	TNL	TNL	0	0	0	both
68.1	68	orthogroup	1	58	CNL	CNL	0	0	0	none
191.1	191	orthogroup	1	26	CNL	CN	0	1	0	complex
134.11	134	orthogroup	1	4	NL	N	0	0	0	both
14.6	14	orthogroup	1	3	CNL	CN	0	0	0	complex
32.1	32	orthogroup	1	47	RNL	RN	0	0	0	complex
3.7	3	orthogroup	1	5	CNL	CNL	0	0	0	both
9.4	9	orthogroup	1	29	CNL	CN	0	0	0	complex
134.15	134	orthogroup	1	8	CNL	CNL	0	0	0	both
50.1	50	orthogroup	1	60	TNL	TNL	0	0	0	none
207.1	207	orthogroup	1	24	NL	N	0	0	0	none
250.1	250	orthogroup	1	11	NL	N	0	0	0	none
2.14	2	orthogroup	1	11	RNL	R	0	0	0	both
121.1	121	orthogroup	1	54	TNL	T	0	0	0	none
42.2	42	orthogroup	1	43	TNL	TNL	0	0	0	complex
49.3	49	orthogroup	1	19	CNL	CNX	0	18	19	complex
14.3	14	orthogroup	1	19	NL	N	0	0	0	complex
195.1	195	orthogroup	1	28	NL	NL	0	0	0	none
69.1	69	orthogroup	1	58	TNL	TNL	0	0	0	none
110.1	110	orthogroup	1	54	TNL	TNL	0	17	0	none
401	401	orthogroup	0	2	TNL	T	0	0	0	none
316	316	orthogroup	0	3	NL	NL	0	0	0	none
16.4	16	orthogroup	1	7	TNL	TNL	0	0	0	both
396	396	orthogroup	0	2	TNL	T	0	0	0	none
140.1	140	orthogroup	1	46	TNL	TNL	0	11	0	complex
135.10	135	orthogroup	1	3	NL	N	0	0	0	both
33.1	33	orthogroup	1	59	NL	N	0	0	0	none
197.1	197	orthogroup	1	23	CNL	CN	0	12	0	none
133.2	133	orthogroup	1	43	TNL	TNL	0	0	0	complex
268.1	268	orthogroup	1	5	CNL	CNL	0	0	0	simple
409	409	orthogroup	0	2	TNL	TN	0	0	0	none
102.9	102	orthogroup	1	5	TNL	TN	0	0	0	none
156.1	156	orthogroup	1	43	CNL	CN	0	0	0	none
308.1	308	orthogroup	1	4	TNL	TNL	0	0	0	none
3.3	3	orthogroup	1	22	CNL	CNL	0	0	0	both
117.1	117	orthogroup	1	5	RNL	RNX	0	0	5	complex
403	403	orthogroup	0	2	TNL	T	0	0	0	none
238.2	238	orthogroup	1	6	NL	NL	0	0	0	complex
260.1	260	orthogroup	1	10	NL	N	0	0	0	none
51.1	51	orthogroup	1	62	TNL	T	0	0	0	none
209.1	209	orthogroup	1	19	CNL	CN	0	0	0	none
19	19	orthogroup	0	68	TNL	T	0	1	0	complex
75.1	75	orthogroup	1	59	NL	NL	0	55	0	none
163.3	163	orthogroup	1	17	TNL	TNL	0	0	0	both
12.5	12	orthogroup	1	10	NL	N	0	0	0	complex
120.3	120	orthogroup	1	11	TNL	TNL	0	0	0	both
1.33	1	orthogroup	1	14	TNL	TNL	0	0	0	both
377	377	orthogroup	0	2	TNL	TNL	0	0	0	none
187.1	187	orthogroup	1	24	CNL	CNL	0	0	0	none
5.3	5	orthogroup	1	5	TNL	TNL	0	0	0	both
18.5	18	orthogroup	1	8	TNL	TNL	8	0	0	complex
229.1	229	orthogroup	1	16	TNL	TNL	0	14	0	none
176.6	176	orthogroup	1	12	TNL	TNL	0	0	0	both
378	378	orthogroup	0	2	NL	N	0	0	0	none
241.1	241	orthogroup	1	14	TNL	TNL	0	0	0	none
220.1	220	orthogroup	1	19	TNL	T	0	0	0	none
2.29	2	orthogroup	1	14	RNL	R	0	0	0	both
376	376	orthogroup	0	2	TNL	TNL	0	0	0	none
341	341	orthogroup	0	3	TNL	T	0	0	0	none
192.1	192	orthogroup	1	27	TNL	T	0	0	5	none
13.1	13	orthogroup	1	9	TNL	TN	0	5	0	complex
274.1	274	orthogroup	1	7	NL	N	0	0	0	none
356	356	orthogroup	0	3	TNL	T	0	0	0	none
142.1	142	orthogroup	1	45	TNL	TNL	0	0	0	none
7.7	7	orthogroup	1	6	CNL	CNL	0	0	0	complex
178	178	orthogroup	0	33	TNL	TNL	0	0	0	both
8.2	8	orthogroup	1	14	CNL	CNL	0	0	0	complex
60.1	60	orthogroup	1	58	TNL	TNL	0	0	0	none
98.1	98	orthogroup	1	58	TNL	T	0	0	0	none
108.6	108	orthogroup	1	15	RNL	R	0	0	0	both
416	195	singleton	0	1	NL	NL	0	0	0	none
417	70	singleton	0	1	NL	NL	0	0	0	none
418	6	singleton	0	1	CNL	CN	0	0	0	both
419	3	singleton	0	1	CNL	CNL	0	0	0	both
420	8	singleton	0	1	CNL	CN	0	0	0	complex
421	N/A	singleton	0	1	CNL	CN	0	0	0	N/A
422	2	singleton	0	1	RNL	R	0	0	0	both
423	231	singleton	0	1	TNL	T	0	0	0	none
424	N/A	singleton	0	1	RNL	R	0	0	0	N/A
425	22	singleton	0	1	NL	N	0	0	0	complex
426	49	singleton	0	1	CNL	CNL	0	1	0	complex
427	N/A	singleton	0	1	TNL	T	0	0	0	N/A
428	N/A	singleton	0	1	TNL	T	0	0	0	N/A
429	N/A	singleton	0	1	NL	N	0	0	0	N/A
430	181	singleton	0	1	TNL	TNL	0	0	0	complex
431	6	singleton	0	1	CNL	CN	0	0	0	both
432	N/A	singleton	0	1	TNL	T	0	1	0	N/A
433	115	singleton	0	1	NL	N	0	0	0	none
434	N/A	singleton	0	1	RNL	R	0	0	0	N/A
435	16	singleton	0	1	TNL	TNL	0	0	0	both
436	7	singleton	0	1	CNL	CNL	0	0	0	complex
437	N/A	singleton	0	1	TNL	T	0	0	0	N/A
438	197	singleton	0	1	NL	N	0	1	0	none
439	18	singleton	0	1	TNL	TNL	1	0	0	complex
440	N/A	singleton	0	1	TNL	T	0	0	0	N/A
441	3	singleton	0	1	CNL	CN	0	0	0	both
442	25	singleton	0	1	NL	NL	0	1	0	both
443	33	singleton	0	1	NL	N	0	0	0	none
444	296	singleton	0	1	NL	N	0	0	0	none
445	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
446	1	singleton	0	1	TNL	TNL	0	0	0	both
447	129	singleton	0	1	RNL	R	0	0	0	none
448	60	singleton	0	1	TNL	TNL	0	0	0	none
449	1	singleton	0	1	TNL	TNL	0	0	0	both
450	7	singleton	0	1	CNL	CNL	0	0	0	complex
451	16	singleton	0	1	TNL	TNL	0	0	0	both
452	151	singleton	0	1	RNL	R	0	0	0	both
453	1	singleton	0	1	TNL	TNL	0	0	0	both
454	73	singleton	0	1	TNL	TNL	0	0	0	none
455	N/A	singleton	0	1	TNL	TNL	0	0	0	N/A
456	172	singleton	0	1	TNL	TN	0	0	0	none
457	11	singleton	0	1	TNL	T	0	0	0	both
458	1	singleton	0	1	TNL	TNL	0	0	0	both
459	N/A	singleton	0	1	NL	N	0	0	0	N/A
460	5	singleton	0	1	TNL	TNL	0	0	0	both
461	3	singleton	0	1	CNL	CNL	0	0	0	both
462	215	singleton	0	1	TNL	TN	0	0	0	none
463	67	singleton	0	1	NL	N	0	0	0	none
464	135	singleton	0	1	NL	N	0	0	0	both
465	165	singleton	0	1	TNL	TNL	0	0	0	complex
466	192	singleton	0	1	TNL	TX	0	0	1	none
467	125	singleton	0	1	TNL	TN	0	0	0	none
468	49	singleton	0	1	CNL	CNX	0	1	1	complex
469	324	singleton	0	1	NL	N	0	0	0	complex
470	212	singleton	0	1	TNL	TN	0	0	0	both
471	110	singleton	0	1	TNL	TN	0	1	0	none
472	91	singleton	0	1	TNL	T	0	1	0	none
473	N/A	singleton	0	1	NL	NL	0	0	0	N/A
474	10	singleton	0	1	TNL	TNL	0	0	0	complex
475	4	singleton	0	1	TNL	TNL	0	0	0	both
476	93	singleton	0	1	NL	N	0	0	0	simple
477	2	singleton	0	1	RNL	R	0	0	0	both
478	80	singleton	0	1	TNL	TNL	1	0	0	none
479	134	singleton	0	1	CNL	CN	0	0	0	both
480	2	singleton	0	1	RNL	R	0	0	0	both
481	142	singleton	0	1	TNL	TN	0	0	0	none
482	152	singleton	0	1	CNL	CNL	0	0	0	complex
483	170	singleton	0	1	TNL	TNL	0	0	0	complex
484	15	singleton	0	1	NL	N	0	0	0	both
485	11	singleton	0	1	TNL	T	0	0	0	both
486	4	singleton	0	1	TNL	TNL	0	0	0	both
487	3	singleton	0	1	NL	NL	0	0	0	both
488	169	singleton	0	1	TNL	T	0	0	0	none
489	84	singleton	0	1	NL	NL	1	0	0	none
490	N/A	singleton	0	1	TNL	TNL	0	0	0	N/A
491	63	singleton	0	1	TNL	TNL	0	0	0	none
492	N/A	singleton	0	1	CNL	CNL	0	0	0	N/A
493	226	singleton	0	1	NL	N	0	0	0	simple
494	140	singleton	0	1	TNL	TN	0	1	0	complex
495	38	singleton	0	1	TNL	TN	0	0	0	none
496	97	singleton	0	1	NL	NL	0	0	0	none
497	N/A	singleton	0	1	TNL	T	0	0	0	N/A
498	270	singleton	0	1	CNL	CN	0	0	0	none
499	N/A	singleton	0	1	CNL	CN	0	0	0	N/A
500	14	singleton	0	1	CNL	CN	0	0	0	complex
501	221	singleton	0	1	TNL	TNL	0	0	0	complex
502	1	singleton	0	1	TNL	TNL	0	0	0	both
503	212	singleton	0	1	TNL	TNL	0	0	0	both
504	172	singleton	0	1	NL	N	0	0	0	none
505	2	singleton	0	1	RNL	R	0	0	0	both
506	135	singleton	0	1	NL	N	0	0	0	both
507	204	singleton	0	1	TNL	TNL	0	1	0	none
508	181	singleton	0	1	TNL	TN	0	0	0	complex
509	11	singleton	0	1	TNL	T	0	0	0	both
510	108	singleton	0	1	RNL	R	0	0	0	both
511	171	singleton	0	1	TNL	TN	0	1	0	none
512	172	singleton	0	1	NL	N	0	0	0	none
513	1	singleton	0	1	TNL	TNL	0	0	0	both
514	13	singleton	0	1	TNL	TN	0	0	0	complex
515	16	singleton	0	1	TNL	TNL	0	0	0	both
516	300	singleton	0	1	CNL	CN	0	0	0	none
517	107	singleton	0	1	TNL	TNL	0	0	0	none
518	10	singleton	0	1	TNL	TNL	0	0	0	complex
519	N/A	singleton	0	1	TNL	T	0	0	0	N/A
520	N/A	singleton	0	1	TNL	T	0	0	0	N/A
521	N/A	singleton	0	1	NL	N	0	0	0	N/A
522	212	singleton	0	1	TNL	TN	0	0	0	both
523	189	singleton	0	1	NL	NL	0	0	0	none
524	42	singleton	0	1	TNL	TNL	0	0	0	complex
525	99	singleton	0	1	NL	NL	0	0	0	simple
526	97	singleton	0	1	CNL	CNL	0	0	0	none
527	N/A	singleton	0	1	NL	N	0	0	0	N/A
528	2	singleton	0	1	RNL	R	0	0	0	both
529	88	singleton	0	1	NL	NL	0	0	0	none
530	64	singleton	0	1	TNL	TNL	0	0	0	none
531	253	singleton	0	1	TNL	TN	0	0	0	complex
532	N/A	singleton	0	1	RNL	R	0	0	0	N/A
533	11	singleton	0	1	TNL	T	0	0	0	both
534	30	singleton	0	1	NL	NL	0	0	0	complex
535	134	singleton	0	1	CNL	CNL	0	0	0	both
536	2	singleton	0	1	RNL	R	0	0	0	both
537	9	singleton	0	1	NL	N	0	0	0	complex
538	247	singleton	0	1	RNL	R	0	0	0	both
539	N/A	singleton	0	1	NL	N	0	0	0	N/A
540	61	singleton	0	1	NL	N	0	0	0	none
541	134	singleton	0	1	CNL	CNL	0	0	0	both
542	234	singleton	0	1	TNL	TN	0	0	0	complex
543	160	singleton	0	1	TNL	TNL	0	0	0	both
544	69	singleton	0	1	TNL	TNL	0	0	0	none
545	118	singleton	0	1	TNL	T	0	0	0	none
546	12	singleton	0	1	NL	N	0	0	0	complex
547	110	singleton	0	1	TNL	TNL	0	0	0	none
548	60	singleton	0	1	NL	NL	0	0	0	none
549	N/A	singleton	0	1	CNL	CN	0	0	0	N/A
550	141	singleton	0	1	TNL	TL	0	0	0	none
551	239	singleton	0	1	TNL	TN	0	0	0	none
552	134	singleton	0	1	CNL	CNL	0	0	0	both
553	163	singleton	0	1	TNL	TNL	0	0	0	both
554	92	singleton	0	1	TNL	TNL	0	0	0	complex
555	3	singleton	0	1	CNL	CNL	0	0	0	both
556	234	singleton	0	1	NL	N	0	0	0	complex
557	59	singleton	0	1	RNL	RN	0	0	0	none
558	7	singleton	0	1	CNL	CNL	0	0	0	complex
559	53	singleton	0	1	TNL	TNL	0	0	0	none
560	2	singleton	0	1	RNL	R	0	0	0	both
561	6	singleton	0	1	CNL	CN	0	0	0	both
562	180	singleton	0	1	TNL	TNL	0	0	0	both
563	122	singleton	0	1	TNL	T	0	0	0	complex
564	37	singleton	0	1	TNL	TN	0	0	0	none
565	14	singleton	0	1	CNL	CN	0	0	0	complex
566	175	singleton	0	1	TNL	TNL	0	0	0	none
567	N/A	singleton	0	1	TNL	T	0	0	0	N/A
568	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
569	181	singleton	0	1	TNL	TNL	0	0	0	complex
570	209	singleton	0	1	CNL	CN	0	0	0	none
571	11	singleton	0	1	TNL	T	0	0	0	both
572	1	singleton	0	1	TNL	TNL	0	0	0	both
573	216	singleton	0	1	TNL	TNL	0	0	0	complex
574	122	singleton	0	1	TNL	T	0	0	0	complex
575	1	singleton	0	1	TNL	TNL	0	0	0	both
576	6	singleton	0	1	CNL	CN	0	0	0	both
577	242	singleton	0	1	TNL	TN	0	0	0	none
578	7	singleton	0	1	CNL	CNL	0	0	0	complex
579	N/A	singleton	0	1	CNL	CN	0	0	0	N/A
580	N/A	singleton	0	1	TNL	T	1	0	0	N/A
581	286	singleton	0	1	TNL	T	0	0	0	none
582	10	singleton	0	1	TNL	TNL	0	0	0	complex
583	N/A	singleton	0	1	NL	NL	0	0	0	N/A
584	N/A	singleton	0	1	TNL	T	0	0	0	N/A
585	4	singleton	0	1	TNL	TNL	0	0	0	both
586	N/A	singleton	0	1	CNL	CNL	0	0	0	N/A
587	134	singleton	0	1	CNL	CN	0	0	0	both
588	2	singleton	0	1	RNL	R	0	0	0	both
589	53	singleton	0	1	NL	NL	0	0	0	none
590	88	singleton	0	1	NL	NL	0	0	0	none
591	4	singleton	0	1	TNL	TNL	0	0	0	both
592	12	singleton	0	1	NL	N	0	0	0	complex
593	N/A	singleton	0	1	NL	N	0	0	0	N/A
594	4	singleton	0	1	TNL	TNL	0	0	0	both
595	8	singleton	0	1	CNL	CN	0	0	0	complex
596	251	singleton	0	1	TNL	TNL	0	1	0	none
597	12	singleton	0	1	NL	N	0	0	0	complex
598	N/A	singleton	0	1	TNL	TL	0	0	0	N/A
599	21	singleton	0	1	NL	NX	0	0	1	complex
600	4	singleton	0	1	TNL	TNL	0	0	0	both
601	N/A	singleton	0	1	RNL	R	0	0	0	N/A
603	118	singleton	0	1	TNL	T	0	0	0	none
604	20	singleton	0	1	TNL	TNL	0	0	0	none
605	10	singleton	0	1	TNL	TNL	0	0	0	complex
606	N/A	singleton	0	1	NL	N	0	0	0	N/A
