idnew	idold	status	use	NLRs	majorclass	majorsubclass	pairs	putpairs	IDs	paralogs_ogold
607	68	singleton	0	1	NL	NL	0	0	0	none
608	8	singleton	0	1	CNL	CNL	0	0	0	complex
609	7	singleton	0	1	CNL	CNL	0	0	0	complex
610	88	singleton	0	1	NL	N	0	0	0	none
611	81	singleton	0	1	TNL	TNL	0	1	0	none
612	31	singleton	0	1	RNL	RCNL	0	0	0	complex
613	N/A	singleton	0	1	CNL	CNL	0	0	0	N/A
614	78	singleton	0	1	TNL	TNL	1	0	0	none
615	23	singleton	0	1	TNL	TN	0	0	0	both
616	183	singleton	0	1	TNL	TNL	0	0	0	none
617	N/A	singleton	0	1	NL	N	0	0	0	N/A
618	3	singleton	0	1	NL	N	0	0	0	both
619	10	singleton	0	1	TNL	TNL	0	0	0	complex
620	5	singleton	0	1	TNL	TNL	0	0	0	both
621	N/A	singleton	0	1	TNL	TNL	0	0	0	N/A
622	124	singleton	0	1	TNL	T	0	0	0	none
623	183	singleton	0	1	NL	NL	0	0	0	none
624	247	singleton	0	1	RNL	R	0	0	0	both
625	120	singleton	0	1	TNL	TNL	0	0	0	both
626	53	singleton	0	1	TNL	TNL	0	0	0	none
627	N/A	singleton	0	1	NL	N	0	0	0	N/A
628	2	singleton	0	1	RNL	R	0	0	0	both
629	N/A	singleton	0	1	CNL	CN	0	0	0	N/A
630	51	singleton	0	1	TNL	T	0	0	0	none
631	151	singleton	0	1	RNL	R	0	0	0	both
632	48	singleton	0	1	TNL	TN	1	0	0	none
633	N/A	singleton	0	1	NL	N	0	0	0	N/A
634	54	singleton	0	1	NL	N	0	0	0	simple
635	61	singleton	0	1	NL	N	0	0	0	none
636	1	singleton	0	1	TNL	TNL	0	0	0	both
637	141	singleton	0	1	TNL	TL	0	0	0	none
638	16	singleton	0	1	TNL	TNL	0	0	0	both
639	135	singleton	0	1	NL	N	0	0	0	both
640	N/A	singleton	0	1	TNL	T	0	0	0	N/A
641	2	singleton	0	1	RNL	R	0	0	0	both
642	1	singleton	0	1	TNL	TNL	0	0	0	both
643	265	singleton	0	1	RNL	RC	0	0	0	none
644	184	singleton	0	1	TNL	TNL	0	0	0	both
645	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
646	N/A	singleton	0	1	NL	NL	0	0	0	N/A
647	62	singleton	0	1	TNL	T	0	0	0	none
648	15	singleton	0	1	NL	N	0	0	0	both
649	49	singleton	0	1	CNL	CNX	0	1	1	complex
650	104	singleton	0	1	NL	N	0	0	0	complex
651	45	singleton	0	1	TNL	T	0	0	0	complex
652	21	singleton	0	1	TNL	TN	1	0	0	complex
653	6	singleton	0	1	CNL	CN	0	0	0	both
654	N/A	singleton	0	1	TNL	TNL	0	0	0	N/A
655	N/A	singleton	0	1	NL	NL	0	0	0	N/A
656	20	singleton	0	1	TNL	TNL	0	0	0	none
657	68	singleton	0	1	CNL	CNL	0	0	0	none
658	N/A	singleton	0	1	RNL	R	0	0	0	N/A
659	66	singleton	0	1	NL	NL	0	0	0	none
660	75	singleton	0	1	NL	N	0	0	0	none
661	154	singleton	0	1	TNL	TNX	0	0	1	none
662	22	singleton	0	1	NL	N	0	0	0	complex
663	41	singleton	0	1	NL	NLX	0	0	1	complex
664	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
665	189	singleton	0	1	NL	NL	0	0	0	none
666	7	singleton	0	1	CNL	CNL	0	0	0	complex
667	24	singleton	0	1	TNL	TN	0	0	0	none
668	278	singleton	0	1	TNL	TNL	0	0	0	complex
669	13	singleton	0	1	TNL	TN	0	0	0	complex
670	1	singleton	0	1	TNL	TNL	0	0	0	both
671	55	singleton	0	1	NL	N	0	0	0	none
672	14	singleton	0	1	NL	N	0	0	0	complex
673	N/A	singleton	0	1	CNL	CN	0	0	0	N/A
674	1	singleton	0	1	TNL	TNL	0	0	0	both
675	232	singleton	0	1	TNL	T	0	0	0	none
676	100	singleton	0	1	TNL	TNL	0	0	0	none
677	164	singleton	0	1	TNL	TN	0	0	0	none
678	151	singleton	0	1	RNL	R	0	0	0	both
679	94	singleton	0	1	NL	NL	0	0	0	none
680	159	singleton	0	1	TNL	TNL	0	0	0	none
681	2	singleton	0	1	RNL	R	0	0	0	both
682	32	singleton	0	1	NL	N	0	0	0	complex
683	21	singleton	0	1	TNL	TN	1	0	0	complex
684	165	singleton	0	1	TNL	TNLX	0	0	1	complex
685	145	singleton	0	1	NL	N	0	0	0	none
686	6	singleton	0	1	NL	N	0	0	0	both
687	191	singleton	0	1	CNL	CN	0	0	0	complex
688	4	singleton	0	1	TNL	TNL	0	0	0	both
689	10	singleton	0	1	TNL	TNL	0	0	0	complex
690	N/A	singleton	0	1	NL	N	0	0	0	N/A
691	11	singleton	0	1	TNL	T	0	0	0	both
692	55	singleton	0	1	RNL	RN	0	0	0	none
693	N/A	singleton	0	1	NL	N	0	0	0	N/A
694	202	singleton	0	1	TNL	T	0	0	0	none
695	N/A	singleton	0	1	TNL	T	0	0	0	N/A
696	16	singleton	0	1	TNL	TNLX	0	0	1	both
697	229	singleton	0	1	TNL	TN	0	0	0	none
698	N/A	singleton	0	1	NL	N	0	0	0	N/A
699	278	singleton	0	1	TNL	TNL	0	0	0	complex
700	4	singleton	0	1	TNL	TNL	0	0	0	both
701	107	singleton	0	1	TNL	TN	0	0	0	none
702	105	singleton	0	1	TNL	TNL	0	0	0	none
703	125	singleton	0	1	TNL	TN	0	0	0	none
704	1	singleton	0	1	TNL	TNL	0	0	0	both
705	82	singleton	0	1	NL	NL	0	0	0	none
706	65	singleton	0	1	NL	N	0	0	0	none
707	32	singleton	0	1	RNL	RN	0	0	0	complex
708	4	singleton	0	1	TNL	TNL	0	0	0	both
709	3	singleton	0	1	CNL	CNL	0	0	0	both
710	253	singleton	0	1	TNL	TNL	0	0	0	complex
711	4	singleton	0	1	NL	NL	0	0	0	both
712	N/A	singleton	0	1	NL	NL	0	0	0	N/A
713	262	singleton	0	1	TNL	T	0	0	0	both
714	84	singleton	0	1	TNL	TNL	1	0	0	none
715	165	singleton	0	1	TNL	TN	0	0	0	complex
716	4	singleton	0	1	NL	NL	0	0	0	both
717	120	singleton	0	1	TNL	TNL	0	0	0	both
718	14	singleton	0	1	NL	N	0	0	0	complex
719	71	singleton	0	1	TNL	TNL	0	0	0	none
720	4	singleton	0	1	TNL	TNL	0	0	0	both
721	89	singleton	0	1	TNL	TNLX	0	0	1	none
722	216	singleton	0	1	TNL	TNL	0	0	0	complex
723	77	singleton	0	1	TNL	TNL	0	0	0	complex
724	N/A	singleton	0	1	TNL	T	0	0	0	N/A
725	13	singleton	0	1	TNL	TN	0	0	0	complex
726	249	singleton	0	1	CNL	CNL	0	0	0	none
727	99	singleton	0	1	TNL	TNL	0	0	0	simple
728	253	singleton	0	1	TNL	TNL	0	0	0	complex
729	N/A	singleton	0	1	CNL	CNL	0	0	0	N/A
730	212	singleton	0	1	TNL	TN	0	0	0	both
731	109	singleton	0	1	CNL	CNL	0	0	0	none
732	17	singleton	0	1	CNL	CN	0	0	0	complex
733	92	singleton	0	1	TNL	TNL	0	0	0	complex
734	161	singleton	0	1	NL	NL	0	0	0	none
735	36	singleton	0	1	TNL	TNL	0	0	0	none
736	135	singleton	0	1	NL	N	0	0	0	both
737	N/A	singleton	0	1	NL	NL	0	0	0	N/A
738	3	singleton	0	1	CNL	CNL	0	0	0	both
739	77	singleton	0	1	TNL	TNL	0	0	0	complex
740	14	singleton	0	1	CNL	CN	0	0	0	complex
741	82	singleton	0	1	NL	NL	0	0	0	none
742	6	singleton	0	1	CNL	CN	0	0	0	both
743	N/A	singleton	0	1	TNL	T	0	0	0	N/A
744	55	singleton	0	1	RNL	RN	0	0	0	none
745	200	singleton	0	1	TNL	T	0	0	0	none
746	N/A	singleton	0	1	TNL	T	0	0	0	N/A
747	14	singleton	0	1	CNL	CN	0	0	0	complex
748	11	singleton	0	1	TNL	T	0	0	0	both
749	49	singleton	0	1	CNL	CNX	0	1	1	complex
750	3	singleton	0	1	CNL	CNL	0	0	0	both
751	N/A	singleton	0	1	NL	N	0	0	0	N/A
752	55	singleton	0	1	RNL	RN	0	0	0	none
753	108	singleton	0	1	RNL	R	0	0	0	both
754	15	singleton	0	1	NL	N	0	0	0	both
755	N/A	singleton	0	1	CNL	CNL	0	0	0	N/A
756	N/A	singleton	0	1	TNL	T	0	0	0	N/A
757	42	singleton	0	1	TNL	TNL	0	0	0	complex
758	31	singleton	0	1	RNL	RCN	0	0	0	complex
759	168	singleton	0	1	CNL	CN	0	0	0	none
760	4	singleton	0	1	TNL	TNL	0	0	0	both
761	36	singleton	0	1	TNL	TN	0	0	0	none
762	165	singleton	0	1	TNL	TNL	0	0	0	complex
763	75	singleton	0	1	NL	NL	0	1	0	none
764	187	singleton	0	1	NL	NL	0	0	0	none
765	237	singleton	0	1	NL	N	0	0	0	complex
766	226	singleton	0	1	NL	N	0	0	0	simple
767	9	singleton	0	1	NL	N	0	0	0	complex
768	120	singleton	0	1	TNL	TNL	0	0	0	both
769	134	singleton	0	1	CNL	CNL	0	0	0	both
770	N/A	singleton	0	1	TNL	T	0	0	0	N/A
771	284	singleton	0	1	TNL	TN	0	0	0	none
772	11	singleton	0	1	TNL	T	0	0	0	both
773	52	singleton	0	1	TNL	T	0	0	0	none
774	327	singleton	0	1	TNL	T	0	0	0	none
775	135	singleton	0	1	NL	N	0	0	0	both
776	211	singleton	0	1	TNL	TNL	0	0	0	none
777	N/A	singleton	0	1	TNL	T	0	0	0	N/A
778	2	singleton	0	1	RNL	R	0	0	0	both
779	87	singleton	0	1	TNL	T	0	0	0	none
780	101	singleton	0	1	NL	N	0	0	0	none
781	8	singleton	0	1	CNL	CNL	0	0	0	complex
782	N/A	singleton	0	1	NL	N	0	0	0	N/A
783	212	singleton	0	1	TNL	TN	0	0	0	both
784	3	singleton	0	1	CNL	CNL	0	0	0	both
785	213	singleton	0	1	TNL	TN	0	1	0	none
786	102	singleton	0	1	TNL	TN	0	0	0	none
787	13	singleton	0	1	TNL	TN	0	0	0	complex
788	264	singleton	0	1	TNL	T	0	0	0	none
789	28	singleton	0	1	TNL	TNL	0	0	0	none
790	7	singleton	0	1	CNL	CNL	0	0	0	complex
791	62	singleton	0	1	TNL	T	0	0	0	none
792	8	singleton	0	1	CNL	CNL	0	0	0	complex
793	1	singleton	0	1	TNL	TNL	0	0	0	both
794	26	singleton	0	1	NL	NL	0	0	0	none
795	135	singleton	0	1	NL	N	0	0	0	both
796	16	singleton	0	1	TNL	TNL	0	0	0	both
797	11	singleton	0	1	TNL	T	0	0	0	both
798	N/A	singleton	0	1	CNL	CN	0	0	0	N/A
799	7	singleton	0	1	CNL	CNL	0	0	0	complex
800	66	singleton	0	1	CNL	CNL	0	0	0	none
801	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
802	11	singleton	0	1	TNL	T	0	0	0	both
803	4	singleton	0	1	TNL	TNL	0	0	0	both
804	N/A	singleton	0	1	CNL	CN	0	0	0	N/A
805	315	singleton	0	1	TNL	TNL	0	0	0	none
806	176	singleton	0	1	TNL	TNL	0	0	0	both
807	223	singleton	0	1	TNL	TN	0	0	0	none
808	78	singleton	0	1	NL	NL	0	0	0	none
809	131	singleton	0	1	TNL	T	0	0	0	none
810	269	singleton	0	1	CNL	CNL	0	0	0	none
811	2	singleton	0	1	RNL	R	0	0	0	both
812	177	singleton	0	1	TNL	T	0	0	0	none
813	11	singleton	0	1	TNL	T	0	0	0	both
814	N/A	singleton	0	1	NL	N	0	0	0	N/A
815	92	singleton	0	1	TNL	TNL	0	0	0	complex
816	2	singleton	0	1	RNL	R	0	0	0	both
817	118	singleton	0	1	TNL	T	0	0	0	none
818	3	singleton	0	1	CNL	CNL	0	0	0	both
819	30	singleton	0	1	TNL	TNL	0	1	0	complex
820	144	singleton	0	1	TNL	T	0	0	0	none
821	2	singleton	0	1	RNL	R	0	0	0	both
822	82	singleton	0	1	NL	NL	1	0	0	none
823	38	singleton	0	1	TNL	TN	0	0	0	none
824	134	singleton	0	1	CNL	CNL	0	0	0	both
825	101	singleton	0	1	NL	N	0	0	0	none
826	221	singleton	0	1	TNL	TNL	0	0	0	complex
827	231	singleton	0	1	TNL	T	0	0	0	none
828	210	singleton	0	1	CNL	CNL	0	0	0	none
829	N/A	singleton	0	1	TNL	T	0	0	0	N/A
830	324	singleton	0	1	NL	N	0	0	0	complex
831	117	singleton	0	1	RNL	RCNX	0	0	1	complex
832	1	singleton	0	1	TNL	TNL	0	0	0	both
833	N/A	singleton	0	1	NL	N	0	0	0	N/A
834	N/A	singleton	0	1	TNL	T	0	0	0	N/A
836	134	singleton	0	1	CNL	CN	0	0	0	both
837	36	singleton	0	1	TNL	TN	0	0	0	none
838	N/A	singleton	0	1	NL	NL	0	0	0	N/A
839	40	singleton	0	1	TNL	TNL	0	0	0	none
840	10	singleton	0	1	TNL	TNL	0	0	0	complex
841	100	singleton	0	1	TNL	TNL	0	0	0	none
842	N/A	singleton	0	1	TNL	T	0	0	0	N/A
843	56	singleton	0	1	CNL	CN	0	0	0	none
844	189	singleton	0	1	TNL	TL	0	0	0	none
845	147	singleton	0	1	NL	N	0	0	0	none
846	27	singleton	0	1	NL	N	0	0	0	none
847	73	singleton	0	1	TNL	TNL	0	0	0	none
848	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
849	143	singleton	0	1	NL	NLX	0	0	1	none
850	2	singleton	0	1	RNL	R	0	0	0	both
851	221	singleton	0	1	TNL	TNL	0	0	0	complex
852	N/A	singleton	0	1	NL	NL	0	0	0	N/A
853	13	singleton	0	1	TNL	T	0	1	0	complex
854	140	singleton	0	1	TNL	TN	0	0	0	complex
855	235	singleton	0	1	TNL	T	0	0	0	none
856	151	singleton	0	1	RNL	R	0	0	0	both
857	175	singleton	0	1	TNL	TNL	0	0	0	none
858	2	singleton	0	1	RNL	R	0	0	0	both
859	6	singleton	0	1	CNL	CN	0	0	0	both
860	N/A	singleton	0	1	TNL	T	0	0	0	N/A
861	124	singleton	0	1	TNL	TX	0	0	1	none
862	34	singleton	0	1	TNL	TN	0	0	0	none
863	184	singleton	0	1	TNL	TNL	0	0	0	both
864	7	singleton	0	1	CNL	CN	0	0	0	complex
865	184	singleton	0	1	TNL	TNL	0	0	0	both
866	61	singleton	0	1	NL	N	0	0	0	none
867	N/A	singleton	0	1	NL	NL	0	0	0	N/A
868	3	singleton	0	1	CNL	CNL	0	0	0	both
869	64	singleton	0	1	TNL	TN	0	0	0	none
870	124	singleton	0	1	TNL	TX	0	0	1	none
871	156	singleton	0	1	NL	N	0	0	0	none
872	N/A	singleton	0	1	TNL	T	0	0	0	N/A
873	107	singleton	0	1	TNL	TN	0	0	0	none
874	N/A	singleton	0	1	TNL	T	0	0	0	N/A
875	29	singleton	0	1	TNL	T	0	0	0	simple
876	102	singleton	0	1	TNL	TN	0	0	0	none
877	8	singleton	0	1	CNL	CN	0	0	0	complex
878	214	singleton	0	1	TNL	TNL	0	0	0	none
879	303	singleton	0	1	CNL	CNL	0	0	0	none
880	4	singleton	0	1	TNL	TNL	0	0	0	both
881	N/A	singleton	0	1	TNL	T	0	0	0	N/A
883	99	singleton	0	1	TNL	TNL	0	0	0	simple
884	4	singleton	0	1	TNL	TNL	0	0	0	both
885	11	singleton	0	1	TNL	T	0	0	0	both
886	55	singleton	0	1	RNL	RN	0	0	0	none
887	39	singleton	0	1	TNL	TNL	0	0	0	none
888	11	singleton	0	1	TNL	T	0	0	0	both
889	11	singleton	0	1	TNL	T	0	0	0	both
890	2	singleton	0	1	RNL	R	0	0	0	both
891	6	singleton	0	1	CNL	CN	0	0	0	both
892	6	singleton	0	1	CNL	CN	0	0	0	both
893	165	singleton	0	1	TNL	TN	0	0	0	complex
894	11	singleton	0	1	TNL	T	0	0	0	both
895	82	singleton	0	1	NL	NL	0	0	0	none
896	2	singleton	0	1	RNL	R	0	0	0	both
897	11	singleton	0	1	TNL	T	0	0	0	both
898	10	singleton	0	1	TNL	TNL	0	0	0	complex
899	2	singleton	0	1	RNL	R	0	0	0	both
900	287	singleton	0	1	TNL	T	0	0	0	none
901	238	singleton	0	1	NL	NL	0	0	0	complex
902	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
903	102	singleton	0	1	TNL	TNL	0	0	0	none
904	4	singleton	0	1	TNL	TNL	0	0	0	both
905	224	singleton	0	1	TNL	TNL	0	0	0	none
906	2	singleton	0	1	RNL	R	0	0	0	both
907	247	singleton	0	1	RNL	R	0	0	0	both
908	2	singleton	0	1	RNL	R	0	0	0	both
909	161	singleton	0	1	NL	NL	0	0	0	none
910	194	singleton	0	1	TNL	T	0	0	0	none
911	N/A	singleton	0	1	NL	NX	0	0	1	N/A
912	166	singleton	0	1	NL	NL	0	0	0	simple
913	171	singleton	0	1	TNL	TN	0	1	0	none
914	125	singleton	0	1	TNL	TN	0	0	0	none
915	77	singleton	0	1	TNL	TNL	0	0	0	complex
916	6	singleton	0	1	CNL	CN	0	0	0	both
917	2	singleton	0	1	RNL	R	0	0	0	both
918	4	singleton	0	1	TNL	TNL	0	0	0	both
919	258	singleton	0	1	TNL	TNL	0	0	0	none
920	N/A	singleton	0	1	TNL	T	0	0	0	N/A
921	25	singleton	0	1	NL	NL	0	1	0	both
922	4	singleton	0	1	NL	NL	0	0	0	both
923	181	singleton	0	1	TNL	TNL	0	0	0	complex
924	N/A	singleton	0	1	NL	N	0	0	0	N/A
925	100	singleton	0	1	TNL	TNL	0	0	0	none
926	240	singleton	0	1	TNL	TL	0	0	0	none
927	6	singleton	0	1	CNL	CN	0	0	0	both
928	4	singleton	0	1	TNL	TN	0	0	0	both
929	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
930	78	singleton	0	1	TNL	TNL	1	0	0	none
931	4	singleton	0	1	TNL	TNL	0	0	0	both
932	60	singleton	0	1	NL	NL	0	0	0	none
933	63	singleton	0	1	TNL	TNL	0	0	0	none
934	7	singleton	0	1	CNL	CNL	0	0	0	complex
935	7	singleton	0	1	CNL	CNL	0	0	0	complex
936	218	singleton	0	1	TNL	TX	0	0	1	none
937	N/A	singleton	0	1	TNL	T	0	0	0	N/A
938	165	singleton	0	1	TNL	TNL	0	0	0	complex
939	184	singleton	0	1	TNL	TNL	0	0	0	both
940	33	singleton	0	1	NL	N	0	0	0	none
941	82	singleton	0	1	NL	NL	0	0	0	none
942	1	singleton	0	1	TNL	TNL	0	0	0	both
943	2	singleton	0	1	RNL	R	0	0	0	both
944	108	singleton	0	1	RNL	R	0	0	0	both
945	6	singleton	0	1	CNL	CN	0	0	0	both
946	2	singleton	0	1	RNL	R	0	0	0	both
947	6	singleton	0	1	CNL	CN	0	0	0	both
948	17	singleton	0	1	NL	N	0	0	0	complex
949	83	singleton	0	1	NL	NL	0	0	0	none
950	2	singleton	0	1	RNL	R	0	0	0	both
951	80	singleton	0	1	NL	NL	1	0	0	none
952	188	singleton	0	1	CNL	CN	0	0	0	complex
953	34	singleton	0	1	TNL	TN	0	0	0	none
954	84	singleton	0	1	TNL	TNL	1	0	0	none
955	109	singleton	0	1	NL	NL	0	0	0	none
956	105	singleton	0	1	TNL	TNL	0	0	0	none
957	134	singleton	0	1	CNL	CNL	0	0	0	both
958	2	singleton	0	1	RNL	R	0	0	0	both
959	70	singleton	0	1	NL	NL	0	0	0	none
961	4	singleton	0	1	TNL	TNL	0	0	0	both
962	76	singleton	0	1	NL	N	0	0	0	none
963	20	singleton	0	1	TNL	TNL	0	0	0	none
964	234	singleton	0	1	NL	N	0	0	0	complex
965	N/A	singleton	0	1	RNL	R	0	0	0	N/A
966	N/A	singleton	0	1	NL	NL	0	0	0	N/A
967	9	singleton	0	1	NL	N	0	0	0	complex
968	5	singleton	0	1	TNL	TNL	0	0	0	both
969	135	singleton	0	1	NL	N	0	0	0	both
970	226	singleton	0	1	NL	N	0	0	0	simple
971	146	singleton	0	1	TNL	TN	0	0	0	none
972	N/A	singleton	0	1	TNL	T	0	0	0	N/A
973	2	singleton	0	1	RNL	R	0	0	0	both
974	152	singleton	0	1	CNL	CNL	0	0	0	complex
975	108	singleton	0	1	RNL	R	0	0	0	both
976	N/A	singleton	0	1	TNL	TL	0	0	0	N/A
977	11	singleton	0	1	TNL	T	0	0	0	both
978	2	singleton	0	1	RNL	R	0	0	0	both
979	7	singleton	0	1	CNL	CNL	0	0	0	complex
980	163	singleton	0	1	TNL	TNL	0	0	0	both
981	14	singleton	0	1	NL	N	0	0	0	complex
982	N/A	singleton	0	1	NL	N	0	0	0	N/A
983	13	singleton	0	1	TNL	TN	0	1	0	complex
984	6	singleton	0	1	CNL	CN	0	0	0	both
985	170	singleton	0	1	TNL	TNL	0	0	0	complex
986	176	singleton	0	1	TNL	TNL	0	0	0	both
987	219	singleton	0	1	NL	N	0	0	0	none
988	N/A	singleton	0	1	TNL	T	0	0	0	N/A
989	4	singleton	0	1	TNL	TNL	0	0	0	both
990	57	singleton	0	1	TNL	TNL	0	0	0	none
991	90	singleton	0	1	TNL	TL	0	0	0	none
992	168	singleton	0	1	NL	NL	0	0	0	none
993	163	singleton	0	1	TNL	TNL	0	0	0	both
994	71	singleton	0	1	NL	NL	0	0	0	none
995	79	singleton	0	1	TNL	TNL	0	0	0	none
996	4	singleton	0	1	TNL	TNL	0	0	0	both
997	N/A	singleton	0	1	TNL	TN	0	0	0	N/A
998	55	singleton	0	1	RNL	RN	0	0	0	none
999	3	singleton	0	1	CNL	CNL	0	0	0	both
1000	253	singleton	0	1	TNL	TNL	0	0	0	complex
1001	N/A	singleton	0	1	NL	N	0	0	0	N/A
1002	23	singleton	0	1	TNL	TNL	0	0	0	both
1003	14	singleton	0	1	NL	N	0	0	0	complex
1004	29	singleton	0	1	TNL	T	0	0	0	simple
1005	6	singleton	0	1	CNL	CN	0	0	0	both
1006	11	singleton	0	1	TNL	T	0	0	0	both
1007	176	singleton	0	1	TNL	TNL	0	0	0	both
1008	135	singleton	0	1	NL	N	0	0	0	both
1009	47	singleton	0	1	TNL	TN	0	1	0	none
1010	4	singleton	0	1	TNL	TNL	0	0	0	both
1011	190	singleton	0	1	TNL	TL	0	0	0	none
1012	10	singleton	0	1	TNL	TNL	0	0	0	complex
1013	76	singleton	0	1	NL	N	0	0	0	none
1014	2	singleton	0	1	RNL	R	0	0	0	both
1015	6	singleton	0	1	CNL	CN	0	0	0	both
1016	N/A	singleton	0	1	RNL	R	0	0	0	N/A
1017	46	singleton	0	1	TNL	TNL	0	0	0	none
1018	105	singleton	0	1	TNL	TNL	0	0	0	none
1019	N/A	singleton	0	1	NL	NL	0	0	0	N/A
1020	244	singleton	0	1	CNL	CN	0	0	0	none
